oekobaudatName,oekobaudatUuid____448d1096-2017-4901-a560-f652a83c737e____2020-II,oekobaudatUuid____22885a6e-1765-4ade-a35e-ae668bd07256____2023-I,oekobaudatUuid____cd2bda71-760b-4fcc-8a0b-3877c10000a8____2021-II,oekobaudatUuid____8201b671-10cd-4dc5-9750-0b856d998be4____2020-I,oekobaudatUuid____0454ab26-f45c-4e24-8260-9e2049738b75____2019-III,oekobaudatUuid____815d8970-02dc-4abc-b02e-78d41b4e4bb5____2019-II,oekobaudatUuid____30b63be3-b76b-4bd4-a876-330790c228a9____2019-I,oekobaudatUuid____cc02f499-6b0f-4556-bb4a-7abe48e55f71____2017,tBaustoffName,eolCategoryName,eolScenarioReal,eolScenarioPotential,technologyFactor,Unnamed: 8,processCategoryNumber,productUuid,eolCategoryUuid
Mineralwolle (Fassaden-Dämmung),f8afef87-5de3-4996-838c-1f2af9ef81df,4fa62445-e59f-4874-99e5-49cec91967e0,f8afef87-5de3-4996-838c-1f2af9ef81df,f8afef87-5de3-4996-838c-1f2af9ef81df,f8afef87-5de3-4996-838c-1f2af9ef81df,f8afef87-5de3-4996-838c-1f2af9ef81df,f8afef87-5de3-4996-838c-1f2af9ef81df,f8afef87-5de3-4996-838c-1f2af9ef81df,Mineralwolle (Fassaden-Dämmung),Mineralwolle Glaswolle,Dep-,SV,0.75,,2.1,d29bac1b-ba43-5ce6-8f06-cc5851a7a7b5,b725c20b-0bac-503e-b96f-9bd8af24ee08
Mineralwolle (Flachdach-Dämmung),4477c6ca-b728-41fb-a231-366e159a73df,6ef00a53-1ddc-4c60-8840-e57a860ce18b,4477c6ca-b728-41fb-a231-366e159a73df,4477c6ca-b728-41fb-a231-366e159a73df,4477c6ca-b728-41fb-a231-366e159a73df,4477c6ca-b728-41fb-a231-366e159a73df,4477c6ca-b728-41fb-a231-366e159a73df,4477c6ca-b728-41fb-a231-366e159a73df,Mineralwolle (Flachdach-Dämmung),Mineralwolle Glaswolle,Dep-,SV,0.75,,2.1,aace9530-26c5-5fcc-af7e-f2cd5e4a8e46,b725c20b-0bac-503e-b96f-9bd8af24ee08
Mineralwolle (Innenausbau-Dämmung),fafd5743-0b42-4614-8e3d-5c4eacdfba98,8808dd39-82fb-49bb-8ad3-6cb0894292ae,fafd5743-0b42-4614-8e3d-5c4eacdfba98,fafd5743-0b42-4614-8e3d-5c4eacdfba98,fafd5743-0b42-4614-8e3d-5c4eacdfba98,fafd5743-0b42-4614-8e3d-5c4eacdfba98,fafd5743-0b42-4614-8e3d-5c4eacdfba98,fafd5743-0b42-4614-8e3d-5c4eacdfba98,Mineralwolle (Innenausbau-Dämmung),Mineralwolle Glaswolle,Dep-,SV,0.75,,2.1,d0f70a88-47ca-5679-81ae-782c21c4f95a,b725c20b-0bac-503e-b96f-9bd8af24ee08
Mineralwolle (Schrägdach-Dämmung),86380db6-3062-4d40-826d-732c24ed3cad,cb0c2e5b-be08-47bd-badb-77ac39ae026d,86380db6-3062-4d40-826d-732c24ed3cad,86380db6-3062-4d40-826d-732c24ed3cad,86380db6-3062-4d40-826d-732c24ed3cad,86380db6-3062-4d40-826d-732c24ed3cad,86380db6-3062-4d40-826d-732c24ed3cad,86380db6-3062-4d40-826d-732c24ed3cad,Mineralwolle (Schrägdach-Dämmung),Mineralwolle Glaswolle,Dep-,SV,0.75,,2.1,5c8dbb6d-f0d8-5e28-8253-8cf807b9a233,b725c20b-0bac-503e-b96f-9bd8af24ee08
"Natursteinplatte, hart, Außenbereich, Dicke 80mm",da4b704a-c901-414f-943f-8e1ff0f4566c,72d8921b-8ac0-471b-943a-47871bd8d76a,da4b704a-c901-414f-943f-8e1ff0f4566c,da4b704a-c901-414f-943f-8e1ff0f4566c,da4b704a-c901-414f-943f-8e1ff0f4566c,da4b704a-c901-414f-943f-8e1ff0f4566c,da4b704a-c901-414f-943f-8e1ff0f4566c,da4b704a-c901-414f-943f-8e1ff0f4566c,"Natursteinplatte, hart, Außenbereich (Dicke 0,08 m)",Stein unbehandelt,CL+,CL+,1,,1.3,0cedf4af-db9c-5870-b476-1b71d50c2b18,c47ca8af-a4a9-5941-a3a2-47938b2ec6a9
"Natursteinplatte, hart, Fassade (30mm)",cb3f4a56-460c-4a3e-ae43-3e0a9dcb4319,ffadb112-7271-460a-aaec-60135df38fba,cb3f4a56-460c-4a3e-ae43-3e0a9dcb4319,cb3f4a56-460c-4a3e-ae43-3e0a9dcb4319,cb3f4a56-460c-4a3e-ae43-3e0a9dcb4319,cb3f4a56-460c-4a3e-ae43-3e0a9dcb4319,cb3f4a56-460c-4a3e-ae43-3e0a9dcb4319,cb3f4a56-460c-4a3e-ae43-3e0a9dcb4319,"Natursteinplatte, hart, Fassade (Dicke 0,030 m)",Stein unbehandelt,CL+,CL+,1,,1.3,e4d96d89-90a8-5ede-96fc-278b0339c327,c47ca8af-a4a9-5941-a3a2-47938b2ec6a9
"Natursteinplatte, hart, Innenboden (20mm)",e8db532f-ee15-42a4-89c3-5ef789e1fb8f,1e8f900e-eda3-43d9-b2cc-746dc1798a40,e8db532f-ee15-42a4-89c3-5ef789e1fb8f,e8db532f-ee15-42a4-89c3-5ef789e1fb8f,e8db532f-ee15-42a4-89c3-5ef789e1fb8f,e8db532f-ee15-42a4-89c3-5ef789e1fb8f,e8db532f-ee15-42a4-89c3-5ef789e1fb8f,e8db532f-ee15-42a4-89c3-5ef789e1fb8f,"Natursteinplatte, hart, Innenboden (Dicke 0,02 m)",Stein unbehandelt,CL+,CL+,1,,1.3,f3f5ebc9-cad1-5b96-bd92-3ba5d431187f,c47ca8af-a4a9-5941-a3a2-47938b2ec6a9
"Natursteinplatte, weich, Fassade (40mm)",79075297-4dc0-42c6-bc90-e3bf9fa0fb4c,ed73e591-97c9-4348-b3b0-5c88a6f4e1dc,79075297-4dc0-42c6-bc90-e3bf9fa0fb4c,79075297-4dc0-42c6-bc90-e3bf9fa0fb4c,79075297-4dc0-42c6-bc90-e3bf9fa0fb4c,79075297-4dc0-42c6-bc90-e3bf9fa0fb4c,79075297-4dc0-42c6-bc90-e3bf9fa0fb4c,79075297-4dc0-42c6-bc90-e3bf9fa0fb4c,"Natursteinplatte, weich, Fassade",Stein unbehandelt,CL+,CL+,1,,1.3,657ac0a3-f347-51a0-a87f-c00fc8001fb8,c47ca8af-a4a9-5941-a3a2-47938b2ec6a9
"Natursteinplatte, weich, Innenboden, Dicke 20mm",ef0d9cbc-4e89-4e78-8cb2-68f02a49b87d,98c9f1b8-ff8c-4089-bd94-ec58b3fa1bf5,ef0d9cbc-4e89-4e78-8cb2-68f02a49b87d,ef0d9cbc-4e89-4e78-8cb2-68f02a49b87d,ef0d9cbc-4e89-4e78-8cb2-68f02a49b87d,ef0d9cbc-4e89-4e78-8cb2-68f02a49b87d,ef0d9cbc-4e89-4e78-8cb2-68f02a49b87d,ef0d9cbc-4e89-4e78-8cb2-68f02a49b87d,"Natursteinplatte, weich, Innenboden (Dicke 0,020 m)",Stein unbehandelt,CL+,CL+,1,,1.3,f9701ecf-33d6-503d-b090-242d45134173,c47ca8af-a4a9-5941-a3a2-47938b2ec6a9
Nutzung - 1 kWh Endenergie aus Hackschnitzeln (entspr. GEG),nicht vorhanden,5f167dab-507c-4a05-862f-951f177c846a,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Nutzung - 1 kWh Endenergie aus Hackschnitzeln (entspr. GEG),nicht eingestuft,n.e.,n.e.,n.e.,,8.6,2530fbb1-3686-5a29-93c2-f7941d14100d,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Nylon Gussteil (PA 6.6),7511c948-c441-42fb-9ff1-cfdc54e58d7e,d62953d2-61e8-427b-ada2-8a3c4e9756c1,7511c948-c441-42fb-9ff1-cfdc54e58d7e,7511c948-c441-42fb-9ff1-cfdc54e58d7e,7511c948-c441-42fb-9ff1-cfdc54e58d7e,7511c948-c441-42fb-9ff1-cfdc54e58d7e,7511c948-c441-42fb-9ff1-cfdc54e58d7e,7511c948-c441-42fb-9ff1-cfdc54e58d7e,Nylon Gussteil (PA 6.6) nicht eingestuft,nicht eingestuft,n.e.,n.e.,n.e.,,6.4,457f49e1-3d4b-54a7-bccd-deca99ceb949,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Öl-Brennwertgerät < 20 kW (Standgerät),nicht vorhanden,01eaaeb8-cad1-475c-aadd-111b29ca7468,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Öl-Brennwertgerät < 20 kW (Standgerät),nicht eingestuft,n.e.,n.e.,n.e.,,8.1,066bdc60-89c9-5592-a309-9eead2995a7e,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Öl-Brennwertgerät < 20 kW (Wandgerät),nicht vorhanden,31b5024e-90db-4fc8-b6f8-b8919a54eff9,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Öl-Brennwertgerät < 20 kW (Wandgerät),nicht eingestuft,n.e.,n.e.,n.e.,,8.1,52f2c897-2ab2-554f-a125-e7b00e519a90,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Öl-Brennwertgerät 120-400 kW (Standgerät),nicht vorhanden,212a234d-3b2b-4128-9cb2-9024c4540dd0,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Öl-Brennwertgerät 120-400 kW (Standgerät),nicht eingestuft,n.e.,n.e.,n.e.,,8.1,eb0a3f28-0d49-576e-a745-a2615da92d31,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Öl-Brennwertgerät 20-120 kW (Standgerät),nicht vorhanden,12e03ae6-6e35-4c76-b835-e574ee56aec1,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Öl-Brennwertgerät 20-120 kW (Standgerät),nicht eingestuft,n.e.,n.e.,n.e.,,8.1,bc25be35-9964-5739-b6fb-0df732e58f40,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Öl-Niedertemperaturgerät < 20 kW (Standgerät),nicht vorhanden,6f78777f-ba4d-4ab1-865e-456160085938,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Öl-Niedertemperaturgerät < 20 kW (Standgerät),nicht eingestuft,n.e.,n.e.,n.e.,,8.1,38dec71b-ef4d-51c3-817a-98a684da27a8,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Öl-Niedertemperaturgerät 120-400 kW (Standgerät),nicht vorhanden,ae703d16-5aef-48a2-910d-c1004677b665,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Öl-Niedertemperaturgerät 120-400 kW (Standgerät),nicht eingestuft,n.e.,n.e.,n.e.,,8.1,e5159a48-a775-5484-b821-9c345ea4140b,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Öl-Niedertemperaturgerät 20-120 kW (Standgerät),nicht vorhanden,b2d632fd-5d02-4a45-b1af-3ff87a21dec2,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Öl-Niedertemperaturgerät 20-120 kW (Standgerät),nicht eingestuft,n.e.,n.e.,n.e.,,8.1,6f897aa0-ca1d-530a-b0d6-0c25fdb814db,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Öltank PE-HD (1000l),nicht vorhanden,5f587be5-4949-40d4-b540-5d2164704a79,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Öltank PE-HD (1000l),nicht eingestuft,n.e.,n.e.,n.e.,,8.1,6e2b5851-b23a-5c54-8749-def0eca765d6,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Öltank PE-HD (1500),nicht vorhanden,ad798696-adc3-42b3-a4c5-e1ce56beefab,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Öltank PE-HD (1500),nicht eingestuft,n.e.,n.e.,n.e.,,8.1,475677f2-2207-530a-ba1c-8967c3f9a3f2,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Öltank PE-HD (750l),nicht vorhanden,aae53979-dfc0-4e6e-8306-e71d609eec96,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Öltank PE-HD (750l),nicht eingestuft,n.e.,n.e.,n.e.,,8.1,0a48f258-cf3f-50ed-945c-9537c186f3eb,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Öltank Polyamid (1000l),nicht vorhanden,c30ddd87-ffc4-4bb3-b867-3c5b53e28a37,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Öltank Polyamid (1000l),nicht eingestuft,n.e.,n.e.,n.e.,,8.1,d1c6518c-8a04-5fae-b618-d532a1a2b602,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Öltank Polyamid (1500l),nicht vorhanden,33fe410b-cbdc-46b5-83e0-375efaddac9b,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Öltank Polyamid (1500l),nicht eingestuft,n.e.,n.e.,n.e.,,8.1,c7889e29-e777-50fa-8f4d-f80c2ddd200d,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Öltank Polyamid (750l),nicht vorhanden,12a48d84-032e-4f88-b511-3a5360e58c0e,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Öltank Polyamid (750l),nicht eingestuft,n.e.,n.e.,n.e.,,8.1,d5bbc82e-1ab7-5708-ac63-8d7b26b5e4db,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
"Öltank Stahl/PE-HD (Doppelwandtank, 1000l)",nicht vorhanden,01b54892-5fbc-4f28-ae33-76775debdbc4,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,"Öltank Stahl/PE-HD (Doppelwandtank, 1000l)",nicht eingestuft,n.e.,n.e.,n.e.,,8.1,d28f7e58-2657-5b0b-ad09-650e4242c919,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
"Öltank Stahl/PE-HD (Doppelwandtank, 750l)",nicht vorhanden,a5ada9a6-72dd-4720-ace5-d01b17260c7b,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,"Öltank Stahl/PE-HD (Doppelwandtank, 750l)",nicht eingestuft,n.e.,n.e.,n.e.,,8.1,7d68034d-4517-5c6e-8ec3-99bd6aabc628,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
,,,,,,,,,OSB Platte,Holzwerkstoff - nicht beschichtet,RC+,RC+,1,,3.2,81a57893-22c4-54c0-9008-25e487cd1712,58073859-ef5c-5b3b-9210-ac5abb6a6175
"Parkettlack Grundierung, Holz, wasserverdünnt",859897ae-5ea2-4b55-9508-49297dd6ba6c,b97c7ace-c925-4c13-be59-d338fcc77f6b,859897ae-5ea2-4b55-9508-49297dd6ba6c,859897ae-5ea2-4b55-9508-49297dd6ba6c,859897ae-5ea2-4b55-9508-49297dd6ba6c,859897ae-5ea2-4b55-9508-49297dd6ba6c,859897ae-5ea2-4b55-9508-49297dd6ba6c,859897ae-5ea2-4b55-9508-49297dd6ba6c,"Parkettlack (Grundierung Holz, wasserverdünnt)",Lacke (auf Holzuntergrund),EV-,EV-,0,,5.6,a7218d97-cb06-5e4c-af85-9b196f6952a2,7a95c29f-5b21-5f8b-a98c-081cc92b1ab8
Parkettlack transparent,c1328d7d-8ad6-4e74-a701-ffab0c542534,f2e87b9c-45a7-4b6c-bd81-1abb81e061e1,c1328d7d-8ad6-4e74-a701-ffab0c542534,c1328d7d-8ad6-4e74-a701-ffab0c542534,c1328d7d-8ad6-4e74-a701-ffab0c542534,c1328d7d-8ad6-4e74-a701-ffab0c542534,c1328d7d-8ad6-4e74-a701-ffab0c542534,c1328d7d-8ad6-4e74-a701-ffab0c542534,Parkettlack transparent,Lacke (auf Holzuntergrund),EV-,EV-,0,,5.6,4a6935fe-774b-5d53-8fb0-3662ec72e362,7a95c29f-5b21-5f8b-a98c-081cc92b1ab8
,,,,,,,,,PE Weichschaum,KSTDämm (PE),EV-,EV-,0,,2.18,1bc84ce9-f6c8-5f7a-9ec0-f50a03764107,5dc685e9-f136-55f1-a0a4-b15025df62b9
PE/PP Vlies,95a4f4b3-b354-4e2c-9046-0a36175cd768,e80981a3-c7c4-4267-b669-0f31cfa61f06,95a4f4b3-b354-4e2c-9046-0a36175cd768,95a4f4b3-b354-4e2c-9046-0a36175cd768,95a4f4b3-b354-4e2c-9046-0a36175cd768,95a4f4b3-b354-4e2c-9046-0a36175cd768,95a4f4b3-b354-4e2c-9046-0a36175cd768,95a4f4b3-b354-4e2c-9046-0a36175cd768,PE/PP Vlies,KSTBahn,EV-,EV-,0,,6.6,e701a5ae-9e15-5bbd-a228-10d4e287f082,86ed5129-3add-5340-b23e-868c6cf8eb9b
,,,,,,,,,PE-Drainageplatten,KSTDämm (PE),EV-,EV-,0,,6.4,add5faff-77fc-506d-9a64-d6dfd5318193,5dc685e9-f136-55f1-a0a4-b15025df62b9
PE-HD mit PP-Vlies zur Abdichtung,900336a3-b5f9-4c40-91a9-f9551f84ac64,2173d540-fc7c-4b77-af4f-9a53cdbfb834,900336a3-b5f9-4c40-91a9-f9551f84ac64,900336a3-b5f9-4c40-91a9-f9551f84ac64,900336a3-b5f9-4c40-91a9-f9551f84ac64,900336a3-b5f9-4c40-91a9-f9551f84ac64,900336a3-b5f9-4c40-91a9-f9551f84ac64,900336a3-b5f9-4c40-91a9-f9551f84ac64,PE-HD mit PP-Vlies zur Abdichtung,KSTBahn,EV-,EV-,0,,6.6,0c0ee178-6280-52dc-adda-3bf376e8053d,86ed5129-3add-5340-b23e-868c6cf8eb9b
PE-Noppenfolie zur Abdichtung,49b4cbe9-ac63-4811-a1c7-dd7278db8ac0,0dbca1ff-d043-408f-9511-6aeddf8e5f70,49b4cbe9-ac63-4811-a1c7-dd7278db8ac0,49b4cbe9-ac63-4811-a1c7-dd7278db8ac0,49b4cbe9-ac63-4811-a1c7-dd7278db8ac0,49b4cbe9-ac63-4811-a1c7-dd7278db8ac0,49b4cbe9-ac63-4811-a1c7-dd7278db8ac0,49b4cbe9-ac63-4811-a1c7-dd7278db8ac0,PE-Noppenfolie zur Abdichtung,KSTBahn,EV-,EV-,0,,6.6,1aca11a1-4551-5552-9aa4-187dc620cd1a,86ed5129-3add-5340-b23e-868c6cf8eb9b
Pelletkessel < 20 kW,nicht vorhanden,b35b5d3f-ba8d-4dab-84c1-d32ca56f8e7d,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Pelletkessel < 20 kW,nicht eingestuft,n.e.,n.e.,n.e.,,8.1,c544105d-ae19-5539-85aa-c246db7e32b3,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Pelletkessel 20-120 kW,,3a5143bc-b790-4ee2-9952-2ec580023d43,,,,,,,Pelletkessel 20-120 kW,nicht eingestuft,n.e.,n.e.,n.e.,,8.1,a72bc022-8214-5310-a57a-78f7b74b9009,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Perlite 0-1,82c7e263-3026-45f8-aec7-ebdf818464e4,07d95427-572c-413c-ab1a-ef5e991c69ef,82c7e263-3026-45f8-aec7-ebdf818464e4,82c7e263-3026-45f8-aec7-ebdf818464e4,82c7e263-3026-45f8-aec7-ebdf818464e4,82c7e263-3026-45f8-aec7-ebdf818464e4,82c7e263-3026-45f8-aec7-ebdf818464e4,82c7e263-3026-45f8-aec7-ebdf818464e4,Perlite 0-1,Bims / Blähschüttung,Dep+,RC+,0.75,,1.2,cc60c31c-4738-5059-8be6-bd9757c5797b,e0500551-6a94-5df0-a516-47a96d4da56c
Perlite 0-3,44c57da1-24ce-488d-b4f9-283fa603cc9d,e9cee0e5-e898-45dc-8431-a3ce91acb787,44c57da1-24ce-488d-b4f9-283fa603cc9d,44c57da1-24ce-488d-b4f9-283fa603cc9d,44c57da1-24ce-488d-b4f9-283fa603cc9d,44c57da1-24ce-488d-b4f9-283fa603cc9d,44c57da1-24ce-488d-b4f9-283fa603cc9d,44c57da1-24ce-488d-b4f9-283fa603cc9d,Perlite 0-3,Bims / Blähschüttung,Dep+,RC+,0.75,,1.2,a18a2f9b-71a6-5f6c-941b-985ee3fb82d1,e0500551-6a94-5df0-a516-47a96d4da56c
Pfosten/Riegel aus Aluminium,nicht vorhanden,03329c6a-b5f2-47c8-a8db-1bd3b003857c,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Pfosten/Riegel aus Aluminium,Alu-Pfosten-Riegel-Konstr. ungedämmt,RC+,RC+,1,,7.1,0428be02-bf51-55e6-b0fc-c9883d7f8e11,0a78031b-c5a1-58ab-b7c6-88a634fb39b9
Pfosten/Riegel System aus Aluminium mit Dreifachverglasung,nicht vorhanden,4dd9a97f-6afa-4e12-a0fb-71da41d7afe4,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Pfosten/Riegel System aus Aluminium mit Dreifachverglasung,nicht eingestuft,n.e.,n.e.,n.e.,,7.1,c3d39c91-f2d8-5916-85d1-f4df3cc0ab83,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Pfosten/Riegelsystem aus Stahl,nicht vorhanden,1121bd10-6918-441c-b18b-8264a277c919,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Pfosten/Riegelsystem aus Stahl,Alu-Pfosten-Riegel-Konstr. ungedämmt,CL-,CL-,1,,7.1,e7e13580-ddc0-5f80-b723-ff391163090c,f0d0c2eb-43b5-589b-ba20-3f232ada7d0c
Pfosten/Riegel System aus Stahl mit Dreifachverglasung,nicht vorhanden,77dbec35-a9ed-462f-91dc-c26fce408a2b,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Pfosten/Riegel System aus Stahl mit Dreifachverglasung,nicht eingestuft,n.e.,n.e.,n.e.,,7.1,958b13b6-74bb-5ef8-80fc-28eeff749d09,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Phenolharz Hartschaum,cf6e341b-3de7-4e24-b4d2-8ac484ee7c0e,310d5742-487d-4a4c-9e85-126574a2d3a8,cf6e341b-3de7-4e24-b4d2-8ac484ee7c0e,cf6e341b-3de7-4e24-b4d2-8ac484ee7c0e,cf6e341b-3de7-4e24-b4d2-8ac484ee7c0e,cf6e341b-3de7-4e24-b4d2-8ac484ee7c0e,cf6e341b-3de7-4e24-b4d2-8ac484ee7c0e,cf6e341b-3de7-4e24-b4d2-8ac484ee7c0e,Phenolharz Hartschaum,"KSTDämm (Phenol, Melamin,…)",EB,EB,0,,2.5,ccb41719-6a95-57e8-9138-7b6496f3d2fb,6ff7c22b-634d-5ad0-a57d-ecc307e1f78b
Photovoltaiksystem 1000 kWh/m2*a,nicht vorhanden,5a726d68-3b9b-4044-9872-7424594f2dd3,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Photovoltaiksystem 1000 kWh/m2*a,nicht eingestuft,n.e.,n.e.,n.e.,,9.2,84160dba-9c97-54d3-82a2-e25b1eab7c83,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Photovoltaiksystem 1000 kWh/m2*a ohne Stromgutschrift,nicht vorhanden,236ee906-0090-42ab-90ae-37bc553be0a0,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Photovoltaiksystem 1000 kWh/m2*a ohne Stromgutschrift,nicht eingestuft,n.e.,n.e.,n.e.,,9.2,1be9ac43-f864-58cd-be42-616bd022abde,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Photovoltaiksystem 1200 kWh/m2*a,nicht vorhanden,d8af885e-b3f4-49f9-96f5-01fc4955f83f,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Photovoltaiksystem 1200 kWh/m2*a,nicht eingestuft,n.e.,n.e.,n.e.,,9.2,136f5a0f-1ba9-5dc4-aecc-378d9c02b4cb,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Photovoltaiksystem 1200 kWh/m2*a ohne Stromgutschrift,nicht vorhanden,0c3eab92-5a2b-415a-a641-22542c7134fe,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Photovoltaiksystem 1200 kWh/m2*a ohne Stromgutschrift,nicht eingestuft,n.e.,n.e.,n.e.,,9.2,cf04c870-f6c4-5530-b1b1-02cc445ea54e,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
,,,,,,,,,PIB-Dachbahnen (Polyisobutylen),KSTBahn,EV-,EV-,0,,6.3,9fc486c0-3daf-5608-a2c7-e28e6005eff9,86ed5129-3add-5340-b23e-868c6cf8eb9b
PIR Hartschaum,2c076ee7-3853-4f69-9bf5-8ec265fa43e0,c2ba651c-00bf-4f69-a0dc-a6a5fe680652,2c076ee7-3853-4f69-9bf5-8ec265fa43e0,2c076ee7-3853-4f69-9bf5-8ec265fa43e0,2c076ee7-3853-4f69-9bf5-8ec265fa43e0,2c076ee7-3853-4f69-9bf5-8ec265fa43e0,2c076ee7-3853-4f69-9bf5-8ec265fa43e0,2c076ee7-3853-4f69-9bf5-8ec265fa43e0,PIR Hartschaum (250 kg/m³),"KSTDämm (PUR, PIR)",EB,SV,0.25,,2.4,b1593b3b-6d4e-55a1-af7e-7719f91c0c01,e0f9ec48-4812-5b94-9394-45505977a2f6
Polybutadien-Rohr (PB),nicht vorhanden,5a9bb863-f67d-4b2c-b34f-3eb8ed1c8b42,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Polybutadien-Rohr (PB),nicht eingestuft,n.e.,n.e.,n.e.,,8.1,21fde461-cc9a-5dc9-99f7-5185421873bf,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Polycarbonatplatte,6fc1267a-1f4d-4244-a65e-df8a0a3ccc50,3f617412-e411-4b33-b81f-27e1ec0a6545,6fc1267a-1f4d-4244-a65e-df8a0a3ccc50,6fc1267a-1f4d-4244-a65e-df8a0a3ccc50,6fc1267a-1f4d-4244-a65e-df8a0a3ccc50,6fc1267a-1f4d-4244-a65e-df8a0a3ccc50,6fc1267a-1f4d-4244-a65e-df8a0a3ccc50,6fc1267a-1f4d-4244-a65e-df8a0a3ccc50,Polycarbonatplatte,KSTPlatte (zB transparente Platten),EV-,EV-,0,,6.4,0d934089-de9c-50af-bb10-a7fda70b8888,ef460910-7fa5-5c82-a056-6b6068ad0860
Polyethylen-Schaum,65af52ac-382b-4069-aafe-b044b3960356,fa802cb7-a64d-48b3-b928-0f9976420d37,65af52ac-382b-4069-aafe-b044b3960356,65af52ac-382b-4069-aafe-b044b3960356,65af52ac-382b-4069-aafe-b044b3960356,65af52ac-382b-4069-aafe-b044b3960356,65af52ac-382b-4069-aafe-b044b3960356,65af52ac-382b-4069-aafe-b044b3960356,Polyethylen-Schaum,KSTDämm (PE),EV-,EV-,0,,2.18,79988561-4895-50d7-a5aa-7881fe6b8931,5dc685e9-f136-55f1-a0a4-b15025df62b9
